num_correlativo,corre_base,día_ocu,día_sem_ocu,hora_ocu,g_hora,mes_ocu,depto_ocu,mupio_ocu,zona_ocu,área_geo_ocu,sexo_con,edad_con,g_edad,mayor_menor,estado_con,tipo_veh,modelo_veh,color_veh,marca_veh,tipo_eve
1,1,1,3,4,1,1,1,101,7,1,1,20,3,1,9,1,3,5,32,1
2,2,1,3,4,1,1,1,101,7,1,1,21,3,1,9,1,4,99,46,1
3,3,1,3,4,1,1,1,101,7,1,2,21,3,1,9,2,4,11,21,1
4,4,1,3,4,1,1,1,101,7,1,1,30,5,1,9,1,3,1,46,1
5,5,1,3,4,1,1,1,101,7,1,1,26,4,1,9,4,9,7,2,1
6,6,1,3,20,4,1,1,101,1,1,1,18,2,1,9,1,3,2,42,1
7,7,1,3,20,4,1,1,101,1,1,1,27,4,1,9,1,3,12,5,1
8,8,1,3,2,1,1,5,502,1,1,1,21,3,1,9,4,9,3,42,1
9,9,1,3,2,1,1,5,502,1,1,1,16,2,2,9,4,9,5,37,1
10,10,1,3,18,4,1,11,1102,99,2,1,53,9,1,2,2,9,3,23,2
11,11,1,3,1,1,1,16,1601,8,1,1,56,10,1,2,1,9,4,44,1
12,12,1,3,1,1,1,16,1601,8,1,1,32,5,1,1,3,5,5,44,1
13,13,1,3,9,2,1,18,1801,99,1,1,23,3,1,2,1,3,1,21,2
14,14,1,3,18,4,1,4,401,99,2,1,45,8,1,9,1,2,1,37,2
15,15,1,3,22,4,1,17,1703,99,2,9,999,12,9,9,1,9,99,99,1
16,16,1,3,22,4,1,17,1703,99,2,1,20,3,1,9,4,9,99,99,1
17,17,1,3,22,4,1,19,1908,99,2,9,999,12,9,9,1,9,99,99,1
18,18,1,3,2,1,1,5,501,99,1,9,999,12,9,9,99,9,99,99,1
19,19,1,3,2,1,1,5,501,99,1,1,999,12,9,9,4,9,99,42,1
20,20,2,4,19,4,1,17,1703,99,2,1,999,12,9,9,1,9,99,99,1
21,21,2,4,19,4,1,10,1001,99,1,1,20,3,1,9,1,5,4,44,1
22,22,2,4,19,4,1,10,1001,99,1,1,39,6,1,9,9,4,4,44,1
23,23,2,4,17,3,1,1,115,8,1,1,58,10,1,9,3,3,6,5,1
24,24,2,4,17,3,1,11,1101,99,2,1,21,3,1,9,13,9,99,99,1
25,25,2,4,17,3,1,11,1101,99,2,2,63,11,1,9,2,9,6,5,1
26,26,2,4,16,3,1,1,102,99,2,9,999,12,9,9,7,9,99,99,2
27,27,2,4,18,4,1,1,101,5,1,2,30,5,1,9,1,9,4,34,2
28,28,3,5,13,3,1,1,101,5,1,1,26,4,1,9,1,9,6,99,1
29,29,3,5,13,3,1,1,101,5,1,9,999,12,9,9,99,9,5,99,1
30,30,3,5,19,4,1,1,101,12,1,1,27,4,1,9,4,9,99,99,1
31,31,3,5,19,4,1,1,101,12,1,9,999,12,9,9,1,9,99,99,1
32,32,3,5,19,4,1,10,1014,99,1,1,17,2,2,9,4,9,1,99,1
33,33,3,5,19,4,1,10,1014,99,1,9,999,12,9,9,3,9,99,99,1
34,34,3,5,11,2,1,11,1101,99,1,1,17,2,2,9,4,9,99,99,1
35,35,3,5,11,2,1,11,1101,99,1,9,999,12,9,9,2,9,99,99,1
36,36,3,5,16,3,1,12,1208,99,1,9,999,12,9,9,3,9,1,99,2
37,37,3,5,19,4,1,6,608,99,1,1,999,12,1,9,2,9,2,44,1
38,38,3,5,19,4,1,6,608,99,1,1,57,10,1,9,3,9,1,44,1
39,39,4,6,10,2,1,1,101,19,1,1,24,3,1,9,7,9,1,33,1
40,40,4,6,10,2,1,1,101,19,1,1,999,12,1,9,7,9,1,33,1
41,41,4,6,21,4,1,1,101,9,1,1,35,6,1,9,3,3,6,32,1
42,42,4,6,19,4,1,9,920,99,2,1,35,6,1,9,1,9,8,17,1
43,43,4,6,21,4,1,12,1202,99,2,1,27,4,1,9,1,4,1,46,1
44,44,4,6,18,4,1,1,101,3,1,1,50,9,1,9,1,9,4,30,1
45,45,4,6,10,2,1,1,115,1,1,1,52,9,1,9,6,9,2,19,1
46,46,4,6,13,3,1,16,1601,99,2,1,50,9,1,9,3,9,4,44,1
47,47,5,7,2,1,1,1,101,1,1,1,31,5,1,9,4,9,99,10,2
48,48,5,7,2,1,1,1,101,7,1,1,21,3,1,9,2,9,99,10,2
49,49,5,7,3,1,1,1,101,7,1,1,37,6,1,9,1,9,5,34,1
50,50,5,7,18,4,1,6,601,99,2,1,39,6,1,9,3,9,8,99,1
51,51,5,7,14,3,1,12,1201,99,2,1,999,12,1,9,1,9,99,99,3
52,52,5,7,0,4,1,8,805,99,2,1,999,12,1,9,7,9,1,99,3
53,53,5,7,23,4,1,17,1712,99,2,1,999,12,1,9,99,9,99,99,3
54,54,6,1,8,2,1,1,101,10,1,2,50,9,1,9,1,4,3,38,1
55,55,6,1,3,1,1,6,603,99,2,2,14,1,2,9,4,9,99,99,2
56,56,6,1,21,4,1,9,901,8,1,2,21,3,1,9,1,3,1,32,1
57,57,6,1,21,4,1,9,901,8,1,1,24,3,1,9,4,5,1,42,1
58,58,6,1,9,2,1,13,1301,99,2,1,28,4,1,9,3,4,2,32,2
59,59,7,2,5,1,1,2,203,99,2,1,38,6,1,9,5,4,2,19,1
60,60,7,2,5,1,1,2,203,99,2,1,48,8,1,9,12,2,2,13,1
61,61,7,2,7,2,1,21,2101,99,2,1,23,3,1,9,3,5,2,37,1
62,62,7,2,18,4,1,21,2106,99,2,1,23,3,1,9,14,5,1,2,1
63,63,7,2,18,4,1,21,2106,99,2,1,23,3,1,9,4,9,4,21,1
64,64,7,2,16,3,1,7,701,99,2,1,51,9,1,9,5,9,2,23,4
65,65,8,3,19,4,1,1,101,2,1,1,25,4,1,1,1,3,4,32,1
66,66,8,3,19,4,1,1,101,2,1,2,48,8,1,1,1,3,10,44,1
67,67,8,3,16,3,1,1,101,1,1,1,35,6,1,1,3,5,2,37,1
68,68,8,3,16,3,1,1,101,1,1,1,39,6,1,1,1,3,6,44,1
69,69,8,3,8,2,1,1,101,7,1,1,35,6,1,9,12,9,1,99,1
70,70,8,3,8,2,1,1,101,7,1,1,37,6,1,9,4,9,5,49,1
71,71,8,3,4,1,1,1,114,99,2,1,22,3,1,9,4,9,1,24,1
72,72,8,3,4,1,1,1,114,99,2,1,999,12,1,9,5,9,99,99,1
73,73,8,3,13,3,1,1,115,99,2,2,999,12,1,9,1,9,99,37,1
74,74,8,3,13,3,1,1,115,99,2,1,999,12,1,9,6,3,5,15,1
75,75,8,3,15,3,1,6,601,99,2,1,37,6,1,9,3,9,8,37,1
76,76,8,3,15,3,1,6,601,99,2,1,999,12,1,9,7,3,99,99,1
77,77,8,3,21,4,1,11,1107,99,2,1,21,3,1,9,3,9,5,99,3
78,78,8,3,6,2,1,17,1703,99,2,9,999,12,9,9,1,9,2,99,1
79,79,8,3,6,2,1,17,1703,99,2,1,30,5,1,9,4,9,2,99,1
80,80,9,4,8,2,1,1,101,18,1,1,35,6,1,1,4,4,3,2,3
81,81,9,4,6,2,1,1,115,99,2,9,999,12,9,9,1,4,5,34,1
82,82,9,4,6,2,1,1,115,99,2,1,999,12,1,9,3,2,3,99,1
83,83,9,4,14,3,1,1,115,99,2,1,37,6,1,1,12,3,99,13,1
84,84,9,4,14,3,1,1,115,99,2,1,27,4,1,1,12,3,99,13,1
85,85,9,4,15,3,1,5,508,99,2,1,31,5,1,1,6,9,2,99,2
86,86,9,4,7,2,1,9,901,2,1,1,38,6,1,9,7,2,99,13,3
87,87,9,4,15,3,1,12,1201,99,2,1,40,7,1,9,3,3,4,44,1
88,88,9,4,15,3,1,12,1201,99,2,1,23,3,1,9,1,3,4,44,1
89,89,9,4,22,4,1,12,1213,99,2,1,47,8,1,2,99,9,99,44,1
90,90,9,4,22,4,1,12,1213,99,2,1,999,12,1,9,8,9,6,99,1
91,91,9,4,22,4,1,8,801,99,2,1,36,6,1,1,5,5,2,19,3
92,92,9,4,18,4,1,8,802,99,2,1,35,6,1,1,4,4,1,21,3
93,93,9,4,20,4,1,17,1705,99,2,1,44,7,1,2,3,2,3,44,1
94,94,9,4,20,4,1,17,1705,99,2,1,999,12,1,1,15,2,2,19,1
95,95,9,4,17,3,1,17,1703,99,2,1,30,5,1,9,2,9,99,44,3
96,96,10,5,21,4,1,1,101,12,1,1,72,11,1,1,11,2,4,44,1
97,97,10,5,21,4,1,1,101,12,1,1,36,6,1,9,4,5,1,2,1
98,98,10,5,10,2,1,20,2011,99,2,1,29,4,1,9,4,4,99,99,1
99,99,10,5,10,2,1,20,2011,99,2,9,999,12,9,9,5,9,99,99,1
100,100,10,5,14,3,1,5,506,99,2,1,24,3,1,9,4,9,99,99,4
101,101,10,5,21,4,1,5,511,99,2,1,55,10,1,9,7,9,11,99,1
102,102,10,5,21,4,1,5,511,99,2,1,55,10,1,9,3,2,4,99,1
103,103,10,5,0,4,1,9,901,99,2,1,19,2,1,9,3,9,2,20,1
104,104,10,5,0,4,1,9,901,99,2,1,36,6,1,9,4,4,5,21,1
105,105,10,5,19,4,1,9,920,3,1,2,22,3,1,9,1,9,9,34,1
106,106,10,5,19,4,1,9,920,3,1,1,22,3,1,9,4,9,3,21,1
107,107,10,5,20,4,1,9,920,3,1,1,53,9,1,2,3,2,1,44,2
108,108,10,5,3,1,1,9,901,99,2,1,25,4,1,9,4,9,4,42,1
109,109,10,5,3,1,1,9,901,99,2,9,999,12,9,9,1,9,6,44,1
110,110,10,5,11,2,1,9,901,99,2,1,26,4,1,9,1,9,3,99,1
111,111,10,5,11,2,1,9,901,99,2,1,26,4,1,9,3,9,3,99,1
112,112,10,5,11,2,1,9,901,99,2,1,30,5,1,9,4,9,3,99,1
113,113,10,5,18,4,1,13,1306,99,1,9,999,12,9,9,7,9,99,99,1
114,114,10,5,18,4,1,13,1306,99,1,1,57,10,1,9,1,9,8,37,1
115,115,10,5,17,3,1,4,407,99,2,1,25,4,1,9,4,9,99,99,1
116,116,10,5,17,3,1,4,407,99,2,9,999,12,9,9,5,9,99,99,1
117,117,10,5,18,4,1,4,403,99,2,1,23,3,1,9,4,9,99,99,2
118,118,11,6,4,1,1,1,101,9,1,1,24,3,1,9,1,5,6,5,2
119,119,11,6,20,4,1,1,101,1,1,1,28,4,1,1,1,9,2,99,1
120,120,11,6,20,4,1,1,101,1,1,1,39,6,1,1,1,4,2,4,1
121,121,11,6,22,4,1,1,101,17,1,1,24,3,1,1,1,9,7,99,2
122,122,11,6,13,3,1,1,101,6,1,1,38,6,1,1,5,9,3,15,1
123,123,11,6,13,3,1,1,101,6,1,1,32,5,1,1,12,9,1,3,1
124,124,11,6,13,3,1,1,101,6,1,1,26,4,1,1,4,9,4,21,1
125,125,11,6,5,1,1,1,101,15,1,1,26,4,1,2,3,4,5,44,1
126,126,11,6,5,1,1,1,101,15,1,2,27,4,1,2,1,4,5,6,1
127,127,11,6,13,3,1,1,101,10,1,2,32,5,1,1,2,9,4,20,1
128,128,11,6,13,3,1,1,101,10,1,1,21,3,1,1,4,9,14,2,1
129,129,11,6,0,4,1,1,101,11,1,1,999,12,1,1,4,9,5,99,1
130,130,11,6,3,1,1,1,115,6,1,1,24,3,1,2,1,3,4,21,1
131,131,11,6,3,1,1,1,115,6,1,1,30,5,1,1,4,9,3,99,1
132,132,11,6,0,4,1,1,108,3,1,1,29,4,1,2,6,9,2,22,1
133,133,11,6,0,4,1,1,108,3,1,1,29,4,1,1,11,9,2,99,1
134,134,11,6,0,4,1,1,108,3,1,2,35,6,1,1,2,9,99,30,1
135,135,11,6,0,4,1,1,108,3,1,1,999,12,1,1,99,9,99,99,1
136,136,11,6,0,4,1,1,108,3,1,1,40,7,1,1,1,9,99,99,1
137,137,11,6,13,3,1,19,1901,99,2,1,25,4,1,1,1,4,3,44,1
138,138,11,6,13,3,1,19,1901,99,2,1,999,12,1,1,5,3,2,19,1
139,139,11,6,13,3,1,5,509,99,2,1,35,6,1,1,6,3,2,99,1
140,140,11,6,13,3,1,5,509,99,2,1,36,6,1,1,4,5,5,36,1
141,141,11,6,21,4,1,6,608,99,2,1,22,3,1,1,3,3,3,44,1
142,142,11,6,21,4,1,6,608,99,2,1,27,4,1,1,3,2,2,44,1
143,143,11,6,3,1,1,10,1010,99,2,1,32,5,1,1,3,3,3,44,1
144,144,11,6,3,1,1,10,1010,99,2,1,999,12,1,1,6,3,3,15,1
145,145,11,6,18,4,1,9,923,99,2,1,31,5,1,2,3,9,2,44,1
146,146,11,6,18,4,1,9,923,99,2,1,24,3,1,1,2,3,2,34,1
147,147,11,6,1,1,1,2,201,99,2,1,42,7,1,1,12,9,2,99,1
148,148,11,6,1,1,1,2,201,99,2,1,33,5,1,1,3,9,99,44,1
149,149,12,7,2,1,1,1,101,12,1,1,22,3,1,1,5,9,99,99,1
150,150,12,7,2,1,1,1,101,12,1,1,27,4,1,1,2,9,99,99,1
151,151,12,7,19,4,1,1,101,12,1,1,18,2,1,1,1,4,9,34,1
152,152,12,7,19,4,1,1,101,12,1,1,37,6,1,1,4,9,99,99,1
153,153,12,7,9,2,1,1,115,1,1,2,29,4,1,1,1,4,2,20,1
154,154,12,7,9,2,1,1,115,1,1,1,20,3,1,1,4,1,14,42,1
155,155,12,7,19,4,1,1,115,6,1,1,999,12,1,1,4,9,1,42,1
156,156,12,7,19,4,1,1,115,6,1,1,55,10,1,1,4,9,4,5,1
157,157,12,7,2,1,1,6,602,99,2,1,33,5,1,1,6,3,2,15,1
158,158,12,7,2,1,1,6,602,99,2,1,22,3,1,2,6,9,5,20,1
159,159,12,7,22,4,1,10,1005,99,2,1,999,12,1,1,4,9,99,99,2
160,160,12,7,0,4,1,9,920,99,2,9,999,12,9,9,1,3,3,32,1
161,161,12,7,0,4,1,9,920,99,2,1,28,4,1,1,2,9,99,99,1
162,162,12,7,4,1,1,17,1703,99,1,1,18,2,1,1,4,9,4,21,3
163,163,12,7,3,1,1,17,1712,99,2,9,999,12,9,9,6,9,99,99,1
164,164,12,7,3,1,1,17,1712,99,2,1,27,4,1,2,4,9,5,49,1
165,165,12,7,16,3,1,14,1401,99,2,1,41,7,1,9,9,9,8,44,4
166,166,12,7,12,3,1,14,1406,99,2,9,999,12,9,9,3,9,4,44,2
167,167,12,7,21,4,1,13,1315,99,2,9,999,12,9,9,9,9,4,44,1
168,168,12,7,21,4,1,13,1315,99,2,1,20,3,1,9,4,9,99,2,1
169,169,12,7,0,4,1,1,101,1,1,1,35,6,1,9,1,3,3,32,1
170,170,12,7,0,4,1,1,101,1,1,1,20,3,1,9,1,4,6,5,1
171,171,12,7,14,3,1,1,101,7,1,9,999,12,9,9,1,9,5,99,1
172,172,12,7,14,3,1,1,101,7,1,2,40,7,1,9,4,9,5,24,1
173,173,12,7,16,3,1,1,109,99,2,1,17,2,2,9,14,9,99,99,1
174,174,12,7,21,4,1,20,2004,99,2,9,999,12,9,9,3,9,99,99,4
175,175,13,1,1,1,1,1,101,1,1,1,35,6,1,1,1,3,3,32,1
176,176,13,1,1,1,1,1,101,1,1,1,20,3,1,1,1,9,6,5,1
177,177,13,1,23,4,1,5,509,1,1,1,59,10,1,1,1,9,6,99,1
178,178,13,1,20,4,1,5,509,1,1,1,45,8,1,1,1,9,99,99,1
179,179,13,1,11,2,1,15,1501,99,2,1,40,7,1,1,1,5,3,99,1
180,180,14,2,21,4,1,1,101,11,1,1,26,4,1,1,3,9,2,23,2
181,181,14,2,15,3,1,6,614,99,2,1,999,12,9,2,14,9,1,99,2
182,182,14,2,7,2,1,16,1604,99,2,1,18,2,1,1,3,9,4,44,1
183,183,14,2,1,1,1,18,1801,99,2,1,28,4,1,2,1,3,7,44,2
184,184,15,3,2,1,1,1,101,7,1,1,26,4,1,1,1,3,4,37,1
185,185,15,3,18,4,1,22,2201,99,2,1,999,12,1,1,9,9,3,99,1
186,186,15,3,22,4,1,5,505,99,2,1,999,12,1,1,4,9,3,2,2
187,187,15,3,20,4,1,12,1229,99,2,1,41,7,1,2,3,3,4,44,1
188,188,15,3,21,4,1,3,312,99,2,1,36,6,1,2,1,9,6,46,2
189,189,16,4,22,4,1,19,1906,99,2,2,35,6,1,1,1,4,2,6,1
190,190,16,4,22,4,1,19,1906,99,2,1,45,8,1,1,4,5,1,2,1
191,191,16,4,14,3,1,5,511,99,2,2,26,4,1,1,2,3,2,99,3
192,192,16,4,22,4,1,5,505,99,2,1,31,5,1,1,4,9,3,2,2
193,193,16,4,16,3,1,18,1804,99,2,1,30,5,1,1,9,5,6,44,3
194,194,16,4,14,3,1,4,416,99,2,1,24,3,1,1,1,4,3,21,1
195,195,16,4,15,3,1,9,920,99,2,1,21,3,1,1,4,5,1,24,1
196,196,16,4,15,3,1,9,920,99,2,1,26,4,1,1,4,5,1,24,1
197,197,16,4,15,3,1,1,107,99,2,1,22,3,1,1,5,9,2,22,1
198,198,17,5,0,4,1,1,103,99,2,1,27,4,1,9,7,3,99,22,2
199,199,17,5,21,4,1,1,101,13,1,1,26,4,1,9,99,9,99,99,2
200,200,17,5,18,4,1,20,2001,4,1,1,58,10,1,9,4,9,99,99,1
201,201,17,5,18,4,1,20,2001,4,1,9,999,12,9,9,99,9,99,99,1
202,202,17,5,20,4,1,20,2001,99,2,1,27,4,1,9,4,9,2,14,1
203,203,17,5,20,4,1,20,2001,99,2,1,999,12,1,9,6,9,1,15,1
204,204,17,5,21,4,1,20,2007,99,2,1,22,3,1,9,4,9,99,99,1
205,205,17,5,11,2,1,5,509,99,2,1,39,6,1,9,3,4,4,44,2
206,206,17,5,23,4,1,10,1001,99,2,1,29,4,1,9,4,9,99,31,1
207,207,17,5,23,4,1,10,1001,99,2,1,28,4,1,9,4,9,5,24,1
208,208,17,5,0,4,1,10,1004,99,2,1,20,3,1,9,4,5,1,2,1
209,209,17,5,0,4,1,10,1004,99,2,1,30,5,1,9,9,5,4,37,1
210,210,17,5,18,4,1,18,1801,99,2,1,999,12,1,9,2,9,2,44,1
211,211,17,5,18,4,1,18,1801,99,2,1,999,12,1,9,3,9,4,44,1
212,212,17,5,9,2,1,3,302,99,2,1,58,10,1,9,2,3,99,22,1
213,213,17,5,9,2,1,3,302,99,2,1,26,4,1,9,4,9,1,42,1
214,214,18,6,3,1,1,1,101,18,1,1,19,2,1,9,4,9,5,37,1
215,215,18,6,3,1,1,1,101,18,1,1,20,3,1,9,4,9,5,24,1
216,216,18,6,21,4,1,1,101,24,1,1,42,7,1,9,6,4,2,15,1
217,217,18,6,21,4,1,1,101,24,1,1,27,4,1,2,1,9,99,44,1
218,218,18,6,12,3,1,20,2011,99,2,1,52,9,1,9,3,2,6,44,1
219,219,18,6,20,4,1,20,2010,99,2,9,999,12,9,9,6,9,1,15,1
220,220,18,6,20,4,1,5,505,99,2,1,24,3,1,9,1,4,9,44,1
221,221,18,6,20,4,1,5,505,99,2,1,21,3,1,9,2,3,5,34,1
222,222,18,6,11,2,1,5,501,99,1,1,32,5,1,9,1,4,14,37,1
223,223,18,6,11,2,1,5,501,99,1,1,28,4,1,9,4,9,1,21,1
224,224,18,6,21,4,1,11,1102,99,2,1,50,9,1,9,1,9,1,34,1
225,225,18,6,21,4,1,11,1102,99,2,1,43,7,1,9,12,9,6,22,1
226,226,18,6,12,3,1,9,901,99,1,1,44,7,1,9,3,2,3,44,2
227,227,18,6,18,4,1,12,1222,99,2,9,999,12,1,9,9,9,1,99,1
228,228,18,6,19,4,1,16,1602,99,2,1,32,5,1,9,3,4,2,30,1
229,229,18,6,19,4,1,16,1602,99,2,1,41,7,1,9,5,5,6,19,1
230,230,18,6,1,1,1,1,101,1,1,1,33,5,1,9,1,4,99,32,1
231,231,18,6,1,1,1,1,101,1,1,1,999,12,1,9,4,9,99,21,1
232,232,18,6,21,4,1,1,101,1,1,1,26,4,1,9,4,9,3,42,1
233,233,18,6,21,4,1,1,101,1,1,1,38,6,1,9,4,9,5,2,1
234,234,18,6,12,3,1,3,301,99,2,1,36,6,1,9,5,9,2,15,4
235,235,18,6,23,4,1,1,101,12,1,1,29,4,1,9,1,9,6,44,3
236,236,19,7,2,1,1,1,101,16,1,2,46,8,1,1,1,5,9,21,1
237,237,19,7,2,1,1,1,101,16,1,1,19,2,1,2,1,9,6,32,1
238,238,19,7,5,1,1,1,101,5,1,9,999,12,9,9,1,9,2,37,2
239,239,19,7,3,1,1,1,101,11,1,1,31,5,1,9,7,9,7,22,1
240,240,19,7,3,1,1,1,101,11,1,1,35,6,1,9,4,9,99,21,1
241,241,19,7,13,3,1,1,101,12,1,1,60,11,1,9,2,3,6,44,1
242,242,19,7,13,3,1,1,101,12,1,1,29,4,1,9,2,5,7,20,1
243,243,19,7,19,4,1,1,101,7,1,1,28,4,1,9,4,9,99,99,1
244,244,19,7,19,4,1,1,101,7,1,1,19,2,1,9,4,9,99,99,1
245,245,19,7,20,4,1,22,2214,99,2,1,30,5,1,2,1,3,6,44,1
246,246,19,7,20,4,1,22,2214,99,2,1,33,5,1,9,3,9,4,44,1
247,247,19,7,9,2,1,22,2214,99,2,1,58,10,1,9,9,5,3,37,1
248,248,19,7,9,2,1,22,2214,99,2,1,58,10,1,9,6,3,2,99,1
249,249,19,7,17,3,1,19,1904,99,2,1,63,11,1,2,2,3,5,44,2
250,250,19,7,22,4,1,5,502,99,2,1,23,3,1,9,4,9,99,99,4
251,251,19,7,1,1,1,11,1101,99,2,1,24,3,1,2,4,4,99,2,1
252,252,19,7,1,1,1,11,1101,99,2,1,62,11,1,1,2,4,4,20,1
253,253,19,7,22,4,1,9,914,99,2,9,999,12,9,9,3,9,1,44,1
254,254,19,7,22,4,1,9,914,99,2,9,999,12,9,9,5,9,99,99,1
255,255,19,7,0,4,1,13,1301,10,1,1,31,5,1,2,1,4,99,37,1
256,256,19,7,0,4,1,13,1301,10,1,1,25,4,1,2,2,3,11,44,1
257,257,19,7,18,4,1,15,1502,99,2,1,25,4,1,2,4,9,99,24,2
258,258,19,7,9,2,1,2,201,99,2,1,21,3,1,2,1,9,4,13,4
259,259,19,7,12,3,1,17,1709,99,2,1,43,7,1,9,2,9,99,13,4
260,260,19,7,17,3,1,4,411,99,2,1,23,3,1,9,4,4,99,24,2
261,261,20,1,12,3,1,1,116,1,1,1,24,3,1,9,4,9,5,99,1
262,262,20,1,12,3,1,1,116,1,1,9,999,12,9,9,1,9,4,99,1
263,263,20,1,9,2,1,20,2001,99,2,9,999,12,9,9,4,9,1,42,1
264,264,20,1,9,2,1,20,2001,99,2,1,999,12,1,1,1,4,99,5,1
265,265,20,1,18,4,1,20,2001,1,1,1,30,5,1,9,4,4,99,42,4
266,266,20,1,7,2,1,20,2002,99,2,1,21,3,1,9,4,9,1,40,1
267,267,20,1,7,2,1,20,2002,99,2,9,999,12,9,9,9,9,2,99,1
268,268,20,1,10,2,1,6,608,99,2,1,48,8,1,9,99,9,99,99,2
269,269,20,1,11,2,1,16,1601,99,2,1,30,5,1,9,7,5,99,44,1
270,270,20,1,11,2,1,16,1601,99,2,1,30,5,1,9,9,9,99,37,1
271,271,20,1,8,2,1,15,1502,99,2,1,65,11,1,1,5,2,99,19,1
272,272,20,1,8,2,1,15,1502,99,2,1,16,2,2,9,4,9,4,42,1
273,273,21,2,11,2,1,1,101,1,1,1,47,8,1,1,12,9,7,99,1
274,274,21,2,11,2,1,1,101,1,1,1,43,7,1,1,12,9,3,99,1
275,275,21,2,16,3,1,1,101,1,1,1,27,4,1,9,3,9,1,44,1
276,276,21,2,16,3,1,1,101,1,1,1,25,4,1,9,4,9,5,2,1
277,277,21,2,21,4,1,1,101,17,1,1,37,6,1,9,1,9,4,44,1
278,278,21,2,21,4,1,1,101,17,1,1,25,4,1,9,4,9,3,37,1
279,279,21,2,18,4,1,5,509,99,1,1,27,4,1,9,9,5,3,44,1
280,280,21,2,18,4,1,5,509,99,1,2,26,4,1,9,4,9,99,99,1
281,281,21,2,8,2,1,6,603,99,1,1,39,6,1,1,2,5,4,44,1
282,282,21,2,8,2,1,6,603,99,1,1,29,4,1,1,3,2,3,44,1
283,283,21,2,17,3,1,17,1703,1,1,1,22,3,1,9,6,2,2,29,1
284,284,21,2,17,3,1,17,1703,1,1,1,28,4,1,9,4,9,1,21,1
285,285,22,3,13,3,1,1,105,99,2,1,44,7,1,1,5,9,2,15,1
286,286,22,3,22,4,1,5,507,99,2,1,999,12,1,1,99,9,99,99,3
287,287,22,3,10,2,1,5,507,99,2,1,999,12,1,1,99,9,99,99,3
288,288,23,4,17,3,1,1,101,7,1,1,35,6,1,1,3,3,1,44,2
289,289,23,4,17,3,1,1,101,7,1,1,37,6,1,1,5,9,7,15,2
290,290,23,4,0,4,1,9,902,99,2,1,30,5,1,1,5,9,2,23,3
291,291,24,5,0,4,1,9,901,99,2,1,42,7,1,1,2,3,5,44,1
292,292,24,5,9,2,1,1,101,7,1,2,40,7,1,1,3,9,1,24,1
293,293,24,5,6,2,1,20,2009,99,2,1,37,6,1,1,6,5,14,99,2
294,294,24,5,19,4,1,5,511,99,2,1,42,7,1,2,1,4,2,32,1
295,295,24,5,14,3,1,5,511,99,2,1,50,9,1,1,12,9,6,99,2
296,296,24,5,11,2,1,6,601,99,2,2,53,9,1,1,5,3,2,13,2
297,297,25,6,0,4,1,18,1801,99,2,2,30,5,1,2,3,4,99,99,1
298,298,25,6,15,3,1,7,710,99,2,1,25,4,1,2,14,9,1,99,1
299,299,25,6,23,4,1,1,101,9,1,1,26,4,1,2,5,4,2,99,1
300,300,25,6,23,4,1,1,101,15,1,1,26,4,1,2,1,3,6,44,1
301,301,25,6,18,4,1,19,1901,99,2,1,32,5,1,2,5,9,6,33,1
302,302,25,6,21,4,1,11,1101,99,2,1,44,7,1,2,1,9,14,99,1
303,303,26,7,1,1,1,1,101,6,1,1,46,8,1,2,1,9,14,99,1
304,304,26,7,6,2,1,20,2007,99,2,1,25,4,1,2,1,9,1,44,1
305,305,26,7,16,3,1,1,114,99,2,1,999,12,1,9,3,9,1,44,2
306,306,26,7,11,2,1,9,901,99,2,1,44,7,1,2,3,9,5,99,1
307,307,26,7,21,4,1,1,102,99,2,1,27,4,1,2,2,3,2,44,1
308,308,26,7,21,4,1,1,102,99,2,1,48,8,1,2,2,4,5,5,1
309,309,26,7,21,4,1,1,102,99,2,1,36,6,1,2,2,4,4,26,1
310,310,26,7,8,2,1,1,101,7,1,1,19,2,1,2,4,9,1,99,1
311,311,26,7,23,4,1,1,101,11,1,1,52,9,1,1,2,3,6,37,1
312,312,26,7,1,1,1,20,2007,11,1,1,29,4,1,1,3,9,6,44,1
313,313,26,7,18,4,1,14,1413,99,2,1,60,11,1,1,3,9,2,42,1
314,314,26,7,19,4,1,14,1416,99,2,1,32,5,1,1,4,9,5,21,1
315,315,26,7,19,4,1,14,1416,99,2,1,32,5,1,1,4,9,4,21,1
316,316,26,7,20,4,1,6,605,99,2,1,45,8,1,2,3,3,5,44,2
317,317,26,7,2,1,1,10,1001,99,2,2,38,6,1,2,4,5,2,42,2
318,318,26,7,19,4,1,20,2005,99,2,9,999,12,9,9,99,9,4,99,1
319,319,26,7,20,4,1,5,501,99,2,9,999,12,9,9,4,9,99,99,1
320,320,26,7,0,4,1,10,1004,99,2,1,23,3,1,2,3,4,1,32,1
321,321,26,7,0,4,1,10,1004,99,2,1,28,4,1,2,8,3,1,42,1
322,322,26,7,23,4,1,11,1101,99,2,1,999,12,9,9,99,9,99,99,1
323,323,27,1,20,4,1,1,101,12,1,1,20,3,1,1,1,3,6,34,1
324,324,27,1,20,4,1,1,101,12,1,1,999,12,1,9,1,4,2,44,1
325,325,27,1,1,1,1,1,110,99,2,1,23,3,1,9,4,9,1,20,1
326,326,27,1,1,1,1,1,110,99,2,1,999,12,1,9,2,9,2,41,1
327,327,27,1,1,1,1,4,406,99,2,9,999,12,1,9,7,9,99,99,1
