,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_fall_les,edad_fall_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc,fall_les,year
4238,157,10,1,6,22,11,2,2,30,6,1,1,3,9999,2,2,2009
4239,3575,13,7,1,22,19,2,2,30,6,1,1,4,9999,1,2,2009
4240,5005,13,9,7,22,1,1,2,30,6,1,1,4,9999,1,2,2009
4241,828,12,2,4,23,13,2,2,30,6,1,3,99,9999,2,2,2009
4242,6667,27,12,7,999,1,1,1,31,6,1,1,4,9999,1,2,2009
4243,1638,23,3,1,0,4,2,1,31,6,1,1,4,1995,1,2,2009
4244,3011,10,6,3,0,5,2,1,31,6,1,1,5,9999,1,2,2009
4245,2931,4,6,4,0,17,1,1,31,6,1,3,99,1999,1,2,2009
4246,1271,4,3,3,0,4,2,1,31,6,1,10,1,9999,3,2,2009
4247,5537,17,10,6,1,1,1,1,31,6,1,1,3,9999,1,2,2009
4248,3684,20,7,1,1,9,1,1,31,6,1,4,5,2006,1,2,2009
4249,1403,13,3,5,2,1,1,1,31,6,1,3,2,2009,1,2,2009
4250,321,17,1,6,3,1,1,1,31,6,1,1,4,9999,2,2,2009
4251,2221,20,4,1,3,1,2,1,31,6,1,2,4,9999,1,2,2009
4252,5289,30,9,3,5,14,2,1,31,6,1,3,7,9999,1,2,2009
4253,6434,16,12,3,5,1,1,1,31,6,1,5,99,9999,3,2,2009
4254,6435,16,12,3,5,1,1,1,31,6,1,5,99,9999,3,2,2009
4255,2250,21,4,2,5,2,2,1,31,6,1,7,99,9999,3,2,2009
4256,421,23,1,5,5,11,2,1,31,6,1,9,1,2006,1,2,2009
4257,1283,6,3,5,6,5,2,1,31,6,1,1,3,1993,2,2,2009
4258,1071,22,2,7,6,10,1,1,31,6,1,1,4,9999,1,2,2009
4259,1069,22,2,7,6,10,1,1,31,6,1,3,11,1987,1,2,2009
4260,2942,5,6,5,7,16,2,1,31,6,1,9,3,9999,1,2,2009
4261,1149,27,2,5,8,9,2,1,31,6,1,3,1,9999,3,2,2009
4262,6763,31,12,4,8,20,2,1,31,6,1,3,99,9999,3,2,2009
4263,5619,20,10,2,8,2,2,1,31,6,1,4,1,2009,1,2,2009
4264,3673,19,7,7,8,21,1,1,31,6,1,4,3,9999,1,2,2009
4265,3141,16,6,2,8,1,1,1,31,6,1,4,5,9999,1,2,2009
4266,1830,6,4,1,8,16,2,1,31,6,1,5,99,9999,4,2,2009
4267,5088,18,9,5,8,10,2,1,31,6,1,7,7,2009,3,2,2009
4268,832,12,2,4,9,10,2,1,31,6,1,3,2,1987,1,2,2009
4269,2286,24,4,5,9,1,1,1,31,6,1,4,3,2008,1,2,2009
4270,3949,6,8,4,9,1,1,1,31,6,1,7,6,1986,1,2,2009
4271,4306,6,8,4,9,1,1,1,31,6,1,7,6,1986,1,2,2009
4272,4442,6,8,4,9,1,1,1,31,6,1,7,6,1986,1,2,2009
4273,1192,1,3,7,10,9,1,1,31,6,1,3,2,1985,1,2,2009
4274,3929,4,8,2,10,8,1,1,31,6,1,4,1,9999,1,2,2009
4275,4286,4,8,2,10,8,1,1,31,6,1,4,1,9999,1,2,2009
4276,4422,4,8,2,10,8,1,1,31,6,1,4,1,9999,1,2,2009
4277,6559,20,12,7,11,17,2,1,31,6,1,4,99,9999,4,2,2009
4278,5680,24,10,6,11,1,1,1,31,6,1,4,1,9999,1,2,2009
4279,3812,29,7,3,11,5,2,1,31,6,1,5,2,9999,3,2,2009
4280,3625,16,7,4,12,12,2,1,31,6,1,3,16,1997,4,2,2009
4281,579,1,2,7,12,6,2,1,31,6,1,3,99,9999,3,2,2009
4282,5399,9,10,5,12,18,1,1,31,6,1,4,1,2006,1,2,2009
4283,258,14,1,3,12,11,2,1,31,6,1,14,99,2007,1,2,2009
4284,1509,17,3,2,14,20,2,1,31,6,1,3,2,2008,1,2,2009
4285,927,18,2,3,14,20,2,1,31,6,1,10,1,2007,3,2,2009
4286,1390,12,3,4,15,12,2,1,31,6,1,3,9,1990,1,2,2009
4287,6662,26,12,6,15,18,2,1,31,6,1,4,1,2006,1,2,2009
4288,3086,13,6,6,15,1,1,1,31,6,1,4,3,2008,1,2,2009
4289,490,27,1,2,16,5,2,1,31,6,1,6,10,1989,3,2,2009
4290,6550,20,12,7,17,21,2,1,31,6,1,3,2,1987,1,2,2009
4291,4820,29,8,6,17,16,2,1,31,6,1,3,9,1986,1,2,2009
4292,3387,1,7,3,18,5,2,1,31,6,1,1,99,9999,2,2,2009
4293,5122,21,9,1,18,18,2,1,31,6,1,3,99,9999,3,2,2009
4294,4200,20,8,4,18,7,2,1,31,6,1,5,2,1999,1,2,2009
4295,4694,20,8,4,18,7,2,1,31,6,1,5,2,1999,1,2,2009
4296,6113,27,11,5,19,12,2,1,31,6,1,3,99,9999,2,2,2009
4297,5375,6,10,2,19,1,1,1,31,6,1,4,5,1982,1,2,2009
4298,6413,15,12,2,19,8,2,1,31,6,1,7,3,9999,3,2,2009
4299,6771,31,12,4,20,3,2,1,31,6,1,3,1,1995,1,2,2009
4300,340,17,1,6,20,1,1,1,31,6,1,4,3,2007,2,2,2009
4301,5905,12,11,4,21,19,2,1,31,6,1,7,6,1988,1,2,2009
4302,5595,18,10,7,22,16,2,1,31,6,1,1,5,2000,2,2,2009
4303,5119,21,9,1,22,6,2,1,31,6,1,4,99,9999,4,2,2009
4304,524,30,1,5,22,16,2,1,31,6,1,4,3,1982,1,2,2009
4305,965,20,2,5,22,1,1,1,31,6,1,4,5,2009,1,2,2009
4306,5065,18,9,5,22,1,1,1,31,6,1,4,5,9999,1,2,2009
4307,83,4,1,7,22,1,1,1,31,6,1,5,2,1995,1,2,2009
4308,3992,7,8,5,22,10,2,1,31,6,1,5,99,9999,1,2,2009
4309,4485,7,8,5,22,10,2,1,31,6,1,5,99,9999,1,2,2009
4310,2924,3,6,3,22,16,2,1,31,6,1,9,99,9999,1,2,2009
4311,827,12,2,4,23,13,2,1,31,6,1,3,99,9999,2,2,2009
4312,2503,5,5,2,23,11,2,1,31,6,1,3,99,9999,1,2,2009
4313,3731,24,7,5,23,6,1,1,31,6,1,4,1,9999,1,2,2009
4314,2519,6,5,3,0,16,2,2,31,6,1,3,99,9999,3,2,2009
4315,6214,5,12,6,0,18,2,2,31,6,1,3,2,1992,1,2,2009
4316,130,8,1,4,1,12,2,2,31,6,1,1,8,1998,1,2,2009
4317,6225,6,12,7,2,1,1,2,31,6,1,1,2,2003,1,2,2009
4318,3695,21,7,2,3,5,2,2,31,6,1,2,4,9999,4,2,2009
4319,1741,30,3,1,4,10,2,2,31,6,1,7,1,1992,1,2,2009
4320,5657,22,10,4,6,17,2,2,31,6,1,3,99,2005,3,2,2009
4321,9,1,1,4,8,5,2,2,31,6,1,1,14,1983,3,2,2009
4322,1151,27,2,5,8,9,2,2,31,6,1,3,1,9999,3,2,2009
4323,6764,31,12,4,8,20,2,2,31,6,1,3,99,9999,3,2,2009
4324,3676,19,7,7,8,3,2,2,31,6,1,3,5,1987,1,2,2009
4325,4709,22,8,6,8,10,2,2,31,6,1,4,7,2008,1,2,2009
4326,1837,6,4,1,8,16,2,2,31,6,1,5,99,9999,4,2,2009
4327,3447,5,7,7,9,1,1,2,31,6,1,4,4,2004,1,2,2009
4328,3955,6,8,4,9,1,1,2,31,6,1,7,6,1986,1,2,2009
4329,4312,6,8,4,9,1,1,2,31,6,1,7,6,1986,1,2,2009
4330,4448,6,8,4,9,1,1,2,31,6,1,7,6,1986,1,2,2009
4331,276,14,1,3,10,4,2,2,31,6,1,7,2,1989,1,2,2009
4332,5488,13,10,2,10,22,2,2,31,6,1,12,1,9999,2,2,2009
4333,5190,25,9,5,11,17,2,2,31,6,1,4,99,9999,1,2,2009
4334,3626,16,7,4,12,12,2,2,31,6,1,3,16,1997,4,2,2009
4335,3654,17,7,5,12,12,2,2,31,6,1,3,16,1997,4,2,2009
4336,3918,3,8,1,12,13,2,2,31,6,1,9,4,2007,1,2,2009
4337,4275,3,8,1,12,13,2,2,31,6,1,9,4,2007,1,2,2009
4338,4411,3,8,1,12,13,2,2,31,6,1,9,4,2007,1,2,2009
4339,5999,22,11,7,13,10,2,2,31,6,1,3,1,2005,1,2,2009
4340,1312,7,3,6,14,17,2,2,31,6,1,3,5,1988,2,2,2009
4341,6468,17,12,4,14,1,2,2,31,6,1,7,2,9999,1,2,2009
4342,506,28,1,3,14,6,2,2,31,6,1,10,7,9999,1,2,2009
4343,5387,7,10,3,15,12,2,2,31,6,1,9,2,9999,1,2,2009
4344,6583,22,12,2,16,5,2,2,31,6,1,1,2,9999,1,2,2009
4345,4858,2,9,3,16,1,1,2,31,6,1,1,4,1995,1,2,2009
4346,1410,13,3,5,16,1,2,2,31,6,1,3,99,9999,3,2,2009
4347,22,1,1,4,16,5,2,2,31,6,1,3,2,2008,2,2,2009
4348,2376,30,4,4,16,5,2,2,31,6,1,4,5,9999,1,2,2009
4349,5949,17,11,2,17,1,1,2,31,6,1,1,2,9999,1,2,2009
4350,2328,26,4,7,17,14,2,2,31,6,1,3,5,1987,4,2,2009
4351,1477,15,3,7,17,1,1,2,31,6,1,12,9,9999,2,2,2009
4352,4861,2,9,3,18,1,1,2,31,6,1,1,5,1991,1,2,2009
4353,3362,30,6,2,21,1,1,2,31,6,1,1,2,9999,1,2,2009
4354,4998,12,9,6,21,8,2,2,31,6,1,2,4,9999,4,2,2009
4355,5429,11,10,7,0,22,2,1,32,6,1,1,6,9999,2,2,2009
4356,57,2,1,5,0,22,2,1,32,6,1,1,4,1995,1,2,2009
4357,3012,10,6,3,0,5,2,1,32,6,1,1,5,9999,1,2,2009
4358,2310,26,4,7,0,6,2,1,32,6,1,3,4,9999,3,2,2009
4359,890,15,2,7,0,11,2,1,32,6,1,4,1,9999,4,2,2009
4360,5373,6,10,2,0,11,2,1,32,6,1,4,3,2008,1,2,2009
4361,3423,4,7,6,0,10,2,1,32,6,1,4,5,9999,1,2,2009
4362,2570,11,5,1,0,22,2,1,32,6,1,11,99,2008,4,2,2009
4363,6636,24,12,4,2,2,2,1,32,6,1,3,14,1985,1,2,2009
4364,1196,1,3,7,3,7,2,1,32,6,1,5,7,9999,4,2,2009
4365,6545,20,12,7,3,1,2,1,32,6,1,5,2,9999,1,2,2009
4366,1740,30,3,1,4,10,2,1,32,6,1,7,1,1992,1,2,2009
4367,2737,22,5,5,5,4,2,1,32,6,1,5,2,9999,4,2,2009
4368,1618,23,3,1,6,1,1,1,32,6,1,2,4,2007,1,2,2009
4369,2317,26,4,7,6,12,2,1,32,6,1,3,3,1991,4,2,2009
4370,3716,22,7,3,6,3,2,1,32,6,1,3,5,2005,3,2,2009
4371,202,12,1,1,6,2,2,1,32,6,1,3,99,9999,1,2,2009
4372,415,22,1,4,6,4,2,1,32,6,1,4,5,9999,1,2,2009
4373,2174,19,4,7,6,1,1,1,32,6,1,5,2,2006,1,2,2009
4374,5481,13,10,2,6,10,2,1,32,6,1,12,2,9999,1,2,2009
4375,6295,10,12,4,7,10,1,1,32,6,1,3,9,2007,2,2,2009
4376,3873,2,8,7,7,19,2,1,32,6,1,5,1,9999,1,2,2009
4377,4230,2,8,7,7,19,2,1,32,6,1,5,1,9999,1,2,2009
4378,4366,2,8,7,7,19,2,1,32,6,1,5,1,9999,1,2,2009
4379,3543,11,7,6,7,22,2,1,32,6,1,5,2,1999,1,2,2009
4380,3010,10,6,3,8,3,2,1,32,6,1,1,2,9999,1,2,2009
4381,5186,25,9,5,8,11,2,1,32,6,1,1,11,9999,1,2,2009
4382,2454,3,5,7,8,13,1,1,32,6,1,3,4,1994,1,2,2009
4383,4120,16,8,7,8,1,1,1,32,6,1,3,5,2005,1,2,2009
4384,4613,16,8,7,8,1,1,1,32,6,1,3,5,2005,1,2,2009
4385,4029,8,8,6,8,11,2,1,32,6,1,4,3,9999,1,2,2009
4386,4522,8,8,6,8,11,2,1,32,6,1,4,3,9999,1,2,2009
4387,3790,28,7,2,8,20,2,1,32,6,1,6,11,9999,1,2,2009
4388,2218,19,4,7,9,7,2,1,32,6,1,1,6,1993,1,2,2009
4389,523,30,1,5,9,17,2,1,32,6,1,4,5,9999,4,2,2009
4390,2593,12,5,2,9,5,2,1,32,6,1,4,1,9999,1,2,2009
4391,5166,24,9,4,9,3,2,1,32,6,1,7,99,9999,1,2,2009
4392,5167,24,9,4,9,3,2,1,32,6,1,7,99,9999,1,2,2009
4393,312,16,1,5,10,5,2,1,32,6,1,1,2,9999,1,2,2009
4394,85,4,1,7,10,1,2,1,32,6,1,1,6,2000,1,2,2009
4395,5254,29,9,2,10,1,1,1,32,6,1,4,5,1999,1,2,2009
4396,607,2,2,1,10,1,2,1,32,6,1,4,99,9999,1,2,2009
4397,2612,13,5,3,10,10,2,1,32,6,1,5,2,9999,4,2,2009
4398,280,14,1,3,10,4,2,1,32,6,1,7,2,1989,1,2,2009
4399,6052,24,11,2,10,9,2,1,32,6,1,12,2,1988,1,2,2009
4400,3914,3,8,1,12,13,2,1,32,6,1,9,4,2007,1,2,2009
4401,4271,3,8,1,12,13,2,1,32,6,1,9,4,2007,1,2,2009
4402,4407,3,8,1,12,13,2,1,32,6,1,9,4,2007,1,2,2009
4403,5116,20,9,7,13,12,2,1,32,6,1,3,11,9999,4,2,2009
4404,2592,12,5,2,13,1,2,1,32,6,1,3,2,9999,1,2,2009
4405,3788,27,7,1,13,1,1,1,32,6,1,4,99,2004,1,2,2009
4406,1044,22,2,7,13,16,2,1,32,6,1,5,7,1992,3,2,2009
4407,3784,27,7,1,14,16,2,1,32,6,1,1,14,9999,1,2,2009
4408,5940,17,11,2,14,14,2,1,32,6,1,3,2,1985,4,2,2009
4409,6001,22,11,7,14,10,1,1,32,6,1,4,1,2006,1,2,2009
4410,725,7,2,6,14,1,1,1,32,6,1,4,2,2006,1,2,2009
4411,1082,23,2,1,14,15,2,1,32,6,1,9,6,9999,2,2,2009
4412,399,22,1,4,14,22,2,1,32,6,1,9,99,9999,1,2,2009
4413,5240,28,9,1,14,7,2,1,32,6,1,10,99,9999,1,2,2009
4414,5241,28,9,1,14,7,2,1,32,6,1,10,99,9999,1,2,2009
4415,4992,12,9,6,15,18,2,1,32,6,1,2,99,9999,1,2,2009
4416,6160,30,11,1,15,10,2,1,32,6,1,3,5,9999,4,2,2009
4417,3125,15,6,1,15,5,2,1,32,6,1,3,99,9999,1,2,2009
4418,4918,6,9,7,15,7,2,1,32,6,1,4,6,9999,1,2,2009
4419,3540,11,7,6,15,1,1,1,32,6,1,4,99,9999,1,2,2009
4420,3325,27,6,6,15,1,1,1,32,6,1,6,2,9999,1,2,2009
4421,5370,6,10,2,15,10,2,1,32,6,1,7,2,9999,4,2,2009
4422,3795,28,7,2,16,5,2,1,32,6,1,1,8,9999,1,2,2009
4423,4807,28,8,5,16,12,2,1,32,6,1,1,9,9999,1,2,2009
4424,6781,31,12,4,16,8,2,1,32,6,1,3,3,9999,3,2,2009
4425,1406,13,3,5,16,1,2,1,32,6,1,3,99,9999,3,2,2009
4426,6720,28,12,1,16,1,2,1,32,6,1,7,7,9999,3,2,2009
4427,6722,28,12,1,16,1,2,1,32,6,1,7,7,9999,3,2,2009
4428,4964,10,9,4,17,1,1,1,32,6,1,1,2,9999,2,2,2009
4429,2033,11,4,6,17,13,2,1,32,6,1,3,2,9999,4,2,2009
4430,2811,25,5,1,17,6,2,1,32,6,1,3,3,9999,3,2,2009
4431,5645,21,10,3,17,12,2,1,32,6,1,3,99,9999,2,2,2009
4432,628,3,2,2,17,8,2,1,32,6,1,3,1,1996,1,2,2009
4433,5381,7,10,3,17,6,2,1,32,6,1,4,7,9999,4,2,2009
4434,1334,8,3,7,17,9,1,1,32,6,1,4,1,2006,2,2,2009
4435,5707,26,10,1,17,1,1,1,32,6,1,12,1,9999,1,2,2009
4436,5709,26,10,1,17,1,1,1,32,6,1,12,1,9999,1,2,2009
4437,1289,7,3,6,18,1,1,1,32,6,1,3,99,9999,1,2,2009
4438,2734,22,5,5,18,1,1,1,32,6,1,4,5,9999,1,2,2009
4439,3353,29,6,1,18,16,1,1,32,6,1,4,5,9999,1,2,2009
4440,1220,2,3,1,18,10,1,1,32,6,1,5,2,9999,1,2,2009
4441,4135,16,8,7,18,17,2,1,32,6,1,5,2,9999,1,2,2009
4442,4628,16,8,7,18,17,2,1,32,6,1,5,2,9999,1,2,2009
4443,3785,27,7,1,18,1,2,1,32,6,1,6,5,1993,1,2,2009
4444,5588,18,10,7,18,13,2,1,32,6,1,7,6,1995,3,2,2009
4445,5575,18,10,7,19,5,2,1,32,6,1,1,8,1984,1,2,2009
4446,3722,23,7,4,19,2,2,1,32,6,1,1,9,2001,1,2,2009
4447,3919,3,8,1,19,16,2,1,32,6,1,3,11,9999,1,2,2009
4448,4276,3,8,1,19,16,2,1,32,6,1,3,11,9999,1,2,2009
4449,4412,3,8,1,19,16,2,1,32,6,1,3,11,9999,1,2,2009
4450,5396,8,10,4,19,22,2,1,32,6,1,4,99,9999,1,2,2009
4451,6381,15,12,2,19,8,2,1,32,6,1,7,3,9999,3,2,2009
4452,6410,15,12,2,19,8,2,1,32,6,1,7,3,9999,3,2,2009
4453,3897,2,8,7,20,19,2,1,32,6,1,3,99,9999,1,2,2009
4454,4254,2,8,7,20,19,2,1,32,6,1,3,99,9999,1,2,2009
4455,4390,2,8,7,20,19,2,1,32,6,1,3,99,9999,1,2,2009
4456,5047,16,9,3,20,12,2,1,32,6,1,4,3,9999,1,2,2009
4457,5001,12,9,6,21,8,2,1,32,6,1,2,4,9999,4,2,2009
4458,5390,7,10,3,21,20,2,1,32,6,1,3,2,9999,2,2,2009
4459,2652,17,5,7,21,5,2,1,32,6,1,3,2,2008,1,2,2009
4460,2998,9,6,2,21,1,1,1,32,6,1,3,2,2006,1,2,2009
4461,2979,7,6,7,21,15,2,1,32,6,1,4,1,9999,2,2,2009
4462,962,19,2,4,21,5,2,1,32,6,1,5,2,9999,1,2,2009
4463,838,12,2,4,22,5,2,1,32,6,1,9,99,9999,1,2,2009
4464,3462,6,7,1,23,1,1,1,32,6,1,3,2,2007,1,2,2009
4465,3120,14,6,7,23,17,2,1,32,6,1,4,99,9999,1,2,2009
4466,6144,29,11,7,1,9,2,2,32,6,1,3,2,9999,4,2,2009
4467,3886,2,8,7,1,4,2,2,32,6,1,4,7,9999,1,2,2009
4468,4243,2,8,7,1,4,2,2,32,6,1,4,7,9999,1,2,2009
4469,4379,2,8,7,1,4,2,2,32,6,1,4,7,9999,1,2,2009
4470,6686,28,12,1,5,22,2,2,32,6,1,5,2,9999,1,2,2009
4471,633,4,2,3,5,6,2,2,32,6,1,7,6,1991,2,2,2009
4472,514,28,1,3,6,9,1,2,32,6,1,5,2,1998,1,2,2009
4473,3512,9,7,4,6,1,2,2,32,6,1,7,6,9999,3,2,2009
4474,998,21,2,6,7,1,2,2,32,6,1,7,99,9999,1,2,2009
4475,1014,21,2,6,7,1,2,2,32,6,1,7,99,9999,1,2,2009
4476,1017,21,2,6,7,1,2,2,32,6,1,7,99,9999,1,2,2009
4477,6099,26,11,4,7,14,2,2,32,6,1,12,99,1981,3,2,2009
4478,4825,30,8,7,8,5,2,2,32,6,1,1,14,1987,4,2,2009
4479,5090,18,9,5,8,10,2,2,32,6,1,7,7,2009,3,2,2009
4480,5268,29,9,2,9,12,2,2,32,6,1,3,2,9999,3,2,2009
4481,2297,25,4,6,10,1,1,2,32,6,1,1,2,2002,1,2,2009
4482,6357,15,12,2,10,16,1,2,32,6,1,2,10,1983,1,2,2009
4483,285,14,1,3,10,4,2,2,32,6,1,7,2,1989,1,2,2009
4484,2292,24,4,5,10,10,1,2,32,6,1,10,1,2004,1,2,2009
4485,1343,8,3,7,11,2,2,2,32,6,1,1,2,9999,4,2,2009
4486,3917,3,8,1,12,13,2,2,32,6,1,9,4,2007,1,2,2009
4487,4274,3,8,1,12,13,2,2,32,6,1,9,4,2007,1,2,2009
4488,4410,3,8,1,12,13,2,2,32,6,1,9,4,2007,1,2,2009
4489,4914,6,9,7,13,1,1,2,32,6,1,1,9,1983,1,2,2009
4490,1180,1,3,7,13,1,2,2,32,6,1,2,2,9999,1,2,2009
4491,5722,29,10,4,13,1,1,2,32,6,1,2,11,2003,1,2,2009
4492,693,5,2,4,13,1,2,2,32,6,1,7,7,9999,1,2,2009
4493,1027,21,2,6,15,1,1,2,32,6,1,1,99,9999,1,2,2009
4494,5411,10,10,6,15,9,2,2,32,6,1,3,11,9999,1,2,2009
4495,5424,11,10,7,15,1,1,2,32,6,1,9,2,9999,4,2,2009
4496,3599,14,7,2,15,1,1,2,32,6,1,9,4,9999,1,2,2009
4497,2412,1,5,5,17,1,2,2,32,6,1,1,4,1999,1,2,2009
4498,4124,16,8,7,17,10,2,2,32,6,1,3,1,1986,2,2,2009
4499,4617,16,8,7,17,10,2,2,32,6,1,3,1,1986,2,2,2009
4500,6294,10,12,4,17,21,1,2,32,6,1,4,1,2004,1,2,2009
4501,3214,19,6,5,17,12,2,2,32,6,1,9,4,9999,2,2,2009
4502,4862,2,9,3,18,1,1,2,32,6,1,1,4,2008,1,2,2009
4503,2386,1,5,5,19,5,2,2,32,6,1,1,3,1993,1,2,2009
4504,5672,23,10,5,19,4,2,2,32,6,1,3,1,9999,1,2,2009
4505,1877,8,4,3,19,19,1,2,32,6,1,4,6,9999,1,2,2009
4506,6400,15,12,2,19,8,2,2,32,6,1,7,3,9999,3,2,2009
4507,5320,2,10,5,19,1,2,2,32,6,1,7,6,1995,3,2,2009
4508,2650,17,5,7,20,5,2,2,32,6,1,4,1,9999,1,2,2009
4509,306,16,1,5,20,20,2,2,32,6,1,4,3,9999,1,2,2009
4510,5285,30,9,3,20,16,2,2,32,6,1,9,2,2006,1,2,2009
4511,2999,9,6,2,21,1,1,2,32,6,1,1,4,2000,1,2,2009
4512,1886,8,4,3,23,1,1,2,32,6,1,1,99,9999,1,2,2009
4513,1927,10,4,5,23,5,2,2,32,6,1,9,6,2007,1,2,2009
4514,1929,10,4,5,23,5,2,2,32,6,1,9,6,2007,1,2,2009
4515,2565,10,5,7,0,4,2,1,33,6,1,1,1,1987,1,2,2009
4516,3424,4,7,6,0,8,1,1,33,6,1,2,1,2000,1,2,2009
4517,1463,15,3,7,0,1,1,1,33,6,1,12,7,1990,2,2,2009
4518,4042,9,8,7,1,6,2,1,33,6,1,99,99,9999,2,2,2009
4519,4535,9,8,7,1,6,2,1,33,6,1,99,99,9999,2,2,2009
4520,3456,5,7,7,3,18,2,1,33,6,1,1,99,9999,3,2,2009
4521,6757,30,12,3,4,7,2,1,33,6,1,1,1,9999,2,2,2009
4522,2110,13,4,1,5,14,2,1,33,6,1,2,99,2009,3,2,2009
4523,2244,21,4,2,5,2,2,1,33,6,1,7,99,9999,3,2,2009
4524,2186,19,4,7,6,1,1,1,33,6,1,5,2,2006,1,2,2009
4525,1976,11,4,6,6,22,2,1,33,6,1,7,1,9999,3,2,2009
4526,4184,19,8,3,6,2,2,1,33,6,1,9,1,9999,1,2,2009
4527,4677,19,8,3,6,2,2,1,33,6,1,9,1,9999,1,2,2009
4528,5434,12,10,1,7,16,2,1,33,6,1,1,5,9999,3,2,2009
4529,861,13,2,5,7,1,1,1,33,6,1,4,4,2007,1,2,2009
4530,2739,22,5,5,8,11,1,1,33,6,1,4,1,9999,1,2,2009
4531,1833,6,4,1,8,16,2,1,33,6,1,5,99,9999,4,2,2009
4532,4758,24,8,1,9,6,2,1,33,6,1,3,99,9999,3,2,2009
4533,1411,13,3,5,9,20,2,1,33,6,1,4,1,2007,1,2,2009
4534,1707,28,3,6,10,17,2,1,33,6,1,3,99,9999,1,2,2009
4535,3706,22,7,3,10,5,1,1,33,6,1,4,1,9999,1,2,2009
4536,4766,24,8,1,11,18,2,1,33,6,1,4,1,2004,1,2,2009
4537,5329,2,10,5,11,12,2,1,33,6,1,4,1,2004,1,2,2009
4538,1404,13,3,5,11,1,1,1,33,6,1,4,3,2007,1,2,2009
4539,4968,11,9,5,11,19,2,1,33,6,1,5,3,9999,1,2,2009
4540,6321,12,12,6,11,1,1,1,33,6,1,9,8,2008,3,2,2009
4541,1461,15,3,7,11,17,2,1,33,6,1,9,99,9999,2,2,2009
4542,6560,20,12,7,11,17,2,1,33,6,1,99,99,9999,3,2,2009
4543,1459,15,3,7,12,11,2,1,33,6,1,3,1,9999,3,2,2009
4544,301,16,1,5,12,1,1,1,33,6,1,4,3,2002,1,2,2009
4545,3282,23,6,2,12,7,2,1,33,6,1,5,4,2008,1,2,2009
4546,1777,2,4,4,13,14,2,1,33,6,1,3,9,2002,4,2,2009
4547,813,11,2,3,14,16,2,1,33,6,1,3,2,9999,3,2,2009
4548,4944,8,9,2,14,9,2,1,33,6,1,3,5,1997,1,2,2009
4549,4887,4,9,5,14,1,1,1,33,6,1,4,3,2008,1,2,2009
4550,3677,20,7,1,14,1,1,1,33,6,1,4,5,2007,1,2,2009
4551,6522,19,12,6,14,1,2,1,33,6,1,7,2,1983,4,2,2009
4552,6462,17,12,4,14,1,2,1,33,6,1,7,2,9999,1,2,2009
4553,5131,22,9,2,15,2,2,1,33,6,1,1,4,2004,1,2,2009
4554,2058,11,4,6,15,14,2,1,33,6,1,3,10,9999,3,2,2009
4555,2158,18,4,6,15,20,2,1,33,6,1,3,99,2000,3,2,2009
4556,1068,22,2,7,15,22,2,1,33,6,1,3,2,2003,1,2,2009
4557,5347,4,10,7,15,16,2,1,33,6,1,5,2,9999,4,2,2009
4558,3600,14,7,2,15,1,1,1,33,6,1,9,4,9999,1,2,2009
4559,5359,4,10,7,16,6,1,1,33,6,1,9,5,9999,1,2,2009
4560,6624,24,12,4,17,19,2,1,33,6,1,1,2,2000,1,2,2009
4561,3020,11,6,4,17,20,2,1,33,6,1,3,99,9999,3,2,2009
4562,3203,19,6,5,17,12,2,1,33,6,1,9,4,9999,2,2,2009
4563,4052,10,8,1,17,19,2,1,33,6,1,9,9,9999,1,2,2009
4564,4545,10,8,1,17,19,2,1,33,6,1,9,9,9999,1,2,2009
4565,1472,15,3,7,17,1,1,1,33,6,1,12,9,9999,2,2,2009
4566,732,7,2,6,18,14,2,1,33,6,1,4,5,2008,1,2,2009
4567,5576,18,10,7,19,5,2,1,33,6,1,1,8,1984,1,2,2009
4568,2709,19,5,2,19,1,1,1,33,6,1,4,9,9999,1,2,2009
4569,6389,15,12,2,19,8,2,1,33,6,1,7,3,9999,3,2,2009
4570,2341,26,4,7,19,20,2,1,33,6,1,9,6,2004,1,2,2009
4571,2649,17,5,7,20,5,2,1,33,6,1,4,1,9999,1,2,2009
4572,5565,17,10,6,20,1,1,1,33,6,1,4,4,9999,1,2,2009
4573,5026,15,9,2,20,1,1,1,33,6,1,12,1,1997,1,2,2009
4574,5562,17,10,6,21,1,1,1,33,6,1,1,5,1997,1,2,2009
4575,4997,12,9,6,21,8,2,1,33,6,1,2,4,9999,4,2,2009
4576,559,31,1,6,21,1,1,1,33,6,1,4,99,9999,1,2,2009
4577,2278,23,4,4,21,16,2,1,33,6,1,9,2,2007,1,2,2009
4578,2189,19,4,7,22,1,1,1,33,6,1,1,99,9999,1,2,2009
4579,6021,23,11,1,22,22,2,1,33,6,1,6,11,1993,4,2,2009
4580,562,1,2,7,4,1,1,2,33,6,1,1,5,9999,2,2,2009
4581,652,4,2,3,5,6,2,2,33,6,1,7,6,1991,2,2,2009
4582,654,4,2,3,5,6,2,2,33,6,1,7,6,1991,2,2,2009
4583,5833,5,11,4,6,18,2,2,33,6,1,1,4,2000,1,2,2009
4584,3515,9,7,4,6,1,2,2,33,6,1,7,6,9999,3,2,2009
4585,6165,30,11,1,7,7,2,2,33,6,1,3,4,1987,1,2,2009
