num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_2,mayor_menor,tipo_veh,color_veh,modelo_veh,causa_acc,marca_veh,estado_pil
974,31,3,7,15,3,1,102,1,15,2,25,4,1,1,4,2002,1,34,9
975,31,3,7,14,3,1,115,2,99,1,49,8,1,2,4,2006,1,21,9
976,31,3,7,20,4,21,2101,2,99,1,35,6,1,3,2,9999,1,44,9
977,31,3,7,20,4,21,2101,2,99,1,37,6,1,1,4,9999,1,32,2
978,31,3,7,5,1,20,2001,2,99,9,999,12,9,4,3,9999,3,21,9
979,31,3,7,5,1,5,501,2,99,1,19,2,1,4,99,9999,3,99,9
980,31,3,7,20,4,6,601,2,99,1,30,5,1,1,4,2009,1,99,9
981,31,3,7,14,3,6,601,2,99,1,37,6,1,3,4,1990,2,44,9
982,31,3,7,12,3,6,601,2,99,9,999,12,9,3,8,9999,1,44,9
983,31,3,7,8,2,9,901,2,99,1,27,4,1,12,2,1991,2,23,9
984,31,3,7,20,4,12,1201,2,99,1,23,3,1,3,3,9999,2,44,9
985,31,3,7,16,3,12,1201,2,99,1,28,4,1,3,4,9999,3,44,9
986,31,3,7,19,4,13,1301,2,99,1,40,7,1,3,11,1982,1,44,2
987,31,3,7,9,2,15,1501,2,99,1,40,7,1,10,4,1992,1,44,9
988,31,3,7,17,3,4,401,2,99,1,47,8,1,3,99,2012,1,44,9
989,1,4,1,2,1,1,101,1,1,1,20,3,1,10,2,9999,1,99,1
990,1,4,1,5,1,1,113,2,99,1,24,3,1,4,4,9999,2,42,9
991,1,4,1,10,2,19,1904,2,99,1,42,7,1,3,1,9999,2,44,9
992,1,4,1,8,2,19,1905,2,99,1,18,2,1,14,1,9999,2,2,9
993,1,4,1,7,2,9,901,2,99,2,29,4,1,1,3,2000,1,32,1
994,1,4,1,12,3,12,1215,2,99,1,22,3,1,3,3,9999,3,44,9
995,1,4,1,2,1,13,1331,2,99,1,25,4,1,4,5,9999,3,21,9
996,1,4,1,19,4,7,710,2,99,1,21,3,1,14,1,9999,1,2,1
997,2,4,2,19,4,1,114,2,99,1,38,6,1,3,2,9999,2,44,2
998,2,4,2,18,4,19,1902,2,99,1,30,5,1,3,4,2007,1,44,1
999,2,4,2,22,4,19,1901,2,99,1,24,3,1,4,2,9999,1,28,2
1000,2,4,2,22,4,19,1903,2,99,1,21,3,1,4,99,9999,2,99,9
1001,2,4,2,19,4,5,501,2,99,1,58,10,1,6,2,9999,1,15,1
1002,2,4,2,20,4,16,1601,1,1,1,40,7,1,3,2,1995,1,44,2
1003,2,4,2,0,1,2,203,2,99,1,40,7,1,6,99,9999,1,99,9
1004,2,4,2,20,4,4,401,2,99,1,40,7,1,1,11,2004,1,33,1
1005,2,4,2,12,3,4,401,2,99,1,22,3,1,3,3,9999,1,99,9
1006,3,4,3,17,3,1,101,1,3,1,13,1,2,99,99,9999,1,99,9
1007,3,4,3,4,1,1,102,2,99,1,35,6,1,3,99,9999,1,99,1
1008,3,4,3,14,3,1,101,1,11,2,47,8,1,1,99,2005,1,44,9
1009,3,4,3,17,3,1,115,2,99,1,63,11,1,1,3,9999,2,44,9
1010,3,4,3,2,1,20,2001,2,99,1,35,6,1,6,2,2000,1,15,9
1011,3,4,3,20,4,19,1901,2,99,1,22,3,1,5,2,9999,1,19,9
1012,3,4,3,22,4,11,1101,2,99,1,31,5,1,12,7,9999,1,99,9
1013,3,4,3,15,3,9,901,2,99,1,20,3,1,12,1,9999,2,99,9
1014,3,4,3,17,3,13,1301,2,99,1,19,2,1,3,2,9999,1,44,9
1015,3,4,3,8,2,15,1501,2,99,1,27,4,1,3,11,1988,1,44,9
1016,3,4,3,16,3,17,1701,2,99,1,20,3,1,99,99,9999,3,99,9
1017,4,4,4,22,4,1,101,1,12,1,33,5,1,6,3,2000,1,15,9
1018,4,4,4,11,2,20,2001,2,99,1,19,2,1,9,2,2008,1,44,9
1019,4,4,4,15,3,20,2001,2,99,1,28,4,1,3,2,2012,1,23,9
1020,4,4,4,19,4,6,601,2,99,1,18,2,1,4,1,9999,3,24,9
1021,4,4,4,18,4,10,1001,2,99,1,41,7,1,12,5,1984,1,99,2
1022,4,4,4,6,2,9,901,2,99,1,36,6,1,3,9,9999,1,13,1
1023,4,4,4,8,2,16,1601,2,99,1,30,5,1,4,5,2013,1,99,9
1024,5,4,5,5,1,1,101,2,17,1,39,6,1,4,99,9999,1,21,9
1025,5,4,5,17,3,1,101,1,17,2,20,3,1,3,2,1983,1,44,1
1026,5,4,5,11,2,1,102,2,99,1,35,6,1,5,2,9999,1,99,9
1027,5,4,5,10,2,1,101,1,12,1,44,7,1,12,6,9999,1,99,1
1028,5,4,5,20,4,5,501,2,99,1,21,3,1,4,5,9999,2,99,9
1029,5,4,5,19,4,11,1101,2,99,1,27,4,1,5,2,1993,1,32,9
1030,5,4,5,16,3,12,1201,1,12,1,24,3,1,1,99,9999,3,99,9
1031,5,4,5,17,3,3,301,2,99,1,45,8,1,4,5,9999,3,2,9
1032,6,4,6,11,2,1,101,1,3,1,55,10,1,1,2,1991,1,34,9
1033,6,4,6,19,4,1,101,1,18,1,39,6,1,1,6,9999,1,21,2
1034,6,4,6,0,1,1,101,1,7,1,24,3,1,1,5,2001,2,46,9
1035,6,4,6,1,1,1,101,1,12,1,23,3,1,1,3,9999,1,44,9
1036,6,4,6,4,1,1,115,2,99,2,25,4,1,1,4,1994,1,37,9
1037,6,4,6,5,1,22,2202,2,99,1,24,3,1,1,4,2005,2,21,9
1038,6,4,6,21,4,22,2201,2,99,1,21,3,1,4,99,9999,2,99,9
1039,6,4,6,22,4,22,2201,2,99,1,35,6,1,4,1,9999,3,21,9
1040,6,4,6,10,2,19,1901,2,99,1,55,10,1,3,6,9999,2,44,9
1041,6,4,6,17,3,10,1001,2,99,1,29,4,1,4,3,2012,1,2,1
1042,6,4,6,14,3,12,1201,2,99,1,25,4,1,10,9,1994,1,17,2
1043,6,4,6,17,3,17,1701,2,99,1,24,3,1,4,1,2006,1,2,1
1044,6,4,6,0,1,3,304,2,99,1,25,4,1,3,1,9999,1,99,9
1045,6,4,6,0,1,3,301,2,99,1,19,2,1,3,1,9999,1,99,9
1046,6,4,6,20,4,3,301,2,99,1,30,5,1,1,4,9999,1,32,9
1047,7,4,7,10,2,1,101,1,1,1,46,8,1,10,2,2003,1,32,9
1048,7,4,7,1,1,1,102,2,99,1,18,2,1,4,5,2011,1,2,9
1049,7,4,7,18,4,1,102,2,99,1,47,8,1,4,1,9999,2,99,9
1050,7,4,7,23,4,1,101,1,7,1,32,5,1,4,1,2013,1,2,9
1051,7,4,7,23,4,1,101,1,7,1,31,5,1,2,4,9999,1,13,9
1052,7,4,7,20,4,1,101,1,7,1,30,5,1,4,99,9999,3,99,9
1053,7,4,7,22,4,1,115,2,99,1,29,4,1,4,99,9999,1,99,9
1054,7,4,7,16,3,1,115,2,99,1,27,4,1,1,3,9999,1,44,9
1055,7,4,7,4,1,1,110,1,11,1,28,4,1,1,5,2002,2,44,9
1056,7,4,7,14,3,22,2201,2,99,1,31,5,1,1,1,9999,2,26,2
1057,7,4,7,14,3,20,2001,2,99,1,37,6,1,9,6,2011,1,44,9
1058,7,4,7,3,1,19,1901,2,99,1,47,8,1,3,4,1998,1,37,2
1059,7,4,7,12,3,19,1901,2,99,1,23,3,1,14,99,9999,1,99,9
1060,7,4,7,18,4,19,1901,2,99,1,30,5,1,1,1,9999,3,41,9
1061,7,4,7,20,4,5,501,2,99,1,39,6,1,4,9,9999,1,2,1
1062,7,4,7,11,2,5,501,2,99,1,22,3,1,2,1,2002,2,32,9
1063,7,4,7,16,3,6,601,2,99,1,25,4,1,1,99,9999,3,30,9
1064,7,4,7,20,4,6,601,2,99,1,46,8,1,3,2,1988,2,37,2
1065,7,4,7,13,3,6,601,2,99,1,22,3,1,4,99,9999,2,99,2
1066,7,4,7,12,3,10,1001,2,99,1,40,7,1,3,1,1986,1,44,9
1067,7,4,7,18,4,9,901,1,1,2,31,5,1,1,3,9999,2,44,2
1068,7,4,7,19,4,16,1601,2,99,1,37,6,1,3,11,9999,1,44,9
1069,7,4,7,1,1,17,1701,2,99,2,35,6,1,4,1,9999,2,42,9
1070,7,4,7,16,3,7,701,2,99,1,31,5,1,3,6,1993,1,44,9
1071,8,4,1,17,3,1,101,1,3,1,24,3,1,4,99,9999,1,99,1
1072,8,4,1,11,2,1,101,1,1,1,39,6,1,12,3,9999,1,99,9
1073,8,4,1,7,2,1,101,2,6,1,22,3,1,14,1,2008,1,2,1
1074,8,4,1,8,2,1,102,2,99,1,29,4,1,4,99,9999,1,99,9
1075,8,4,1,19,4,1,108,1,3,1,48,8,1,12,1,9999,1,33,1
1076,8,4,1,15,3,1,108,1,4,1,25,4,1,4,99,9999,1,99,9
1077,8,4,1,11,2,19,1901,2,99,1,30,5,1,4,3,9999,1,42,1
1078,9,4,2,3,1,1,101,1,2,1,36,6,1,5,2,9999,1,99,9
1079,9,4,2,12,3,1,114,2,99,1,38,6,1,6,2,9999,1,15,9
1080,9,4,2,14,3,1,114,2,99,1,33,5,1,6,2,9999,3,99,9
1081,9,4,2,10,2,1,116,1,2,1,19,2,1,4,99,9999,2,99,9
1082,9,4,2,0,1,20,2001,2,99,1,31,5,1,3,4,9999,1,44,1
1083,9,4,2,19,4,11,1109,2,99,1,30,5,1,14,1,9999,1,99,2
1084,9,4,2,11,2,9,919,2,99,1,34,5,1,1,5,9999,1,44,9
1085,9,4,2,17,3,12,1223,2,99,1,28,4,1,3,99,9999,1,99,9
1086,9,4,2,13,3,4,401,2,99,2,29,4,1,3,5,9999,1,21,1
1087,10,4,3,7,2,1,101,1,1,1,19,2,1,4,1,9999,1,21,1
1088,10,4,3,9,2,1,101,1,1,1,20,3,1,99,99,9999,1,99,9
1089,10,4,3,15,3,1,101,1,10,1,25,4,1,1,11,9999,1,44,1
1090,10,4,3,17,3,1,101,1,7,2,31,5,1,1,1,9999,1,32,1
1091,10,4,3,21,4,20,2001,2,99,1,50,9,1,6,99,9999,1,22,1
1092,10,4,3,0,1,16,1601,1,4,1,21,3,1,4,5,9999,1,2,1
1093,10,4,3,16,3,14,1406,2,99,1,43,7,1,3,2,2003,3,44,1
1094,10,4,3,21,4,4,415,2,99,1,18,2,1,4,99,9999,3,99,9
1095,11,4,4,9,2,1,101,1,1,1,30,5,1,4,3,1999,1,2,1
1096,11,4,4,20,4,1,101,1,17,1,30,5,1,12,1,2009,1,22,1
1097,11,4,4,20,4,1,101,1,13,1,21,3,1,4,3,2005,1,42,1
1098,11,4,4,20,4,22,2201,2,99,1,30,5,1,1,4,9999,2,46,9
1099,11,4,4,1,1,5,504,2,99,1,32,5,1,1,2,9999,2,99,9
1100,11,4,4,23,4,5,502,2,99,1,36,6,1,5,2,9999,1,99,2
1101,11,4,4,22,4,10,1009,2,99,1,29,4,1,14,1,9999,2,2,9
1102,11,4,4,18,4,10,1002,2,99,1,21,3,1,4,1,9999,1,99,9
1103,11,4,4,22,4,9,901,2,99,1,39,6,1,5,2,1988,1,33,9
1104,11,4,4,5,1,15,1508,2,99,1,28,4,1,5,2,2013,1,20,1
1105,11,4,4,23,4,18,1801,2,99,1,39,6,1,14,99,2011,1,2,9
1106,11,4,4,17,3,7,707,2,99,1,32,5,1,3,4,1987,1,44,1
1107,11,4,4,18,4,4,401,2,99,1,31,5,1,3,2,1986,1,44,1
1108,11,4,4,21,4,4,416,2,99,1,52,9,1,2,3,9999,1,44,2
1109,12,4,5,15,3,1,101,1,1,2,32,5,1,1,4,2004,1,46,1
1110,12,4,5,2,1,1,101,1,1,1,38,6,1,4,99,9999,1,99,1
1111,12,4,5,1,1,1,102,1,16,2,20,3,1,2,9,2004,1,30,1
1112,12,4,5,5,1,1,101,1,12,1,18,2,1,4,1,9999,1,2,9
1113,12,4,5,22,4,5,509,2,99,1,38,6,1,1,8,1997,1,44,9
1114,12,4,5,20,4,6,601,2,99,1,24,3,1,1,1,2002,1,38,9
1115,12,4,5,14,3,10,1001,2,99,1,59,10,1,2,4,1994,1,34,1
1116,12,4,5,10,2,8,801,2,99,1,27,4,1,12,6,1996,3,13,9
1117,12,4,5,16,3,8,801,2,99,1,53,9,1,3,1,1994,1,44,9
1118,13,4,6,4,1,1,101,1,2,1,24,3,1,3,4,1992,1,44,9
1119,13,4,6,22,4,1,101,1,1,1,36,6,1,4,5,9999,1,99,9
1120,13,4,6,5,1,1,101,1,18,1,23,3,1,3,4,2004,1,99,9
1121,13,4,6,15,3,1,101,1,12,1,25,4,1,1,6,1999,1,20,9
1122,13,4,6,6,2,1,101,1,18,1,30,5,1,1,5,9999,1,21,9
1123,13,4,6,15,3,1,102,1,3,1,27,4,1,1,6,1997,1,21,9
1124,13,4,6,2,1,1,101,1,11,1,25,4,1,1,4,2003,1,44,9
1125,13,4,6,5,1,1,101,1,12,1,30,5,1,4,5,9999,2,2,9
1126,13,4,6,6,2,1,101,1,12,1,23,3,1,4,5,9999,3,2,9
1127,13,4,6,7,2,1,101,1,12,1,28,4,1,1,99,9999,2,99,9
1128,13,4,6,20,4,20,2001,2,99,1,47,8,1,6,1,9999,1,15,9
1129,13,4,6,17,3,20,2001,2,99,1,29,4,1,99,99,9999,1,99,9
1130,13,4,6,22,4,5,501,1,1,1,23,3,1,4,2,2005,2,2,9
1131,13,4,6,11,2,5,509,2,99,1,34,5,1,5,6,1992,1,22,9
1132,13,4,6,2,1,5,509,2,99,1,36,6,1,99,99,9999,1,99,9
1133,13,4,6,17,3,5,506,2,99,1,52,9,1,4,99,9999,3,99,9
1134,13,4,6,22,4,6,601,2,99,1,38,6,1,2,6,1997,1,44,9
1135,13,4,6,13,3,10,1001,2,99,1,41,7,1,4,4,9999,1,21,9
1136,13,4,6,21,4,9,901,2,99,1,20,3,1,1,99,9999,2,20,9
1137,14,4,7,9,2,1,101,1,5,1,35,6,1,4,99,9999,1,99,9
1138,14,4,7,1,1,1,101,1,12,1,22,3,1,1,99,9999,2,32,9
1139,14,4,7,17,3,1,101,1,12,1,35,6,1,1,2,9999,1,37,9
1140,14,4,7,6,2,1,108,1,7,1,30,5,1,1,9,1996,3,21,9
1141,14,4,7,3,1,21,2101,1,2,1,29,4,1,9,3,2006,2,44,9
1142,14,4,7,18,4,21,2101,2,99,1,28,4,1,1,10,9999,1,41,9
1143,14,4,7,15,3,11,1101,2,99,1,35,6,1,1,99,9999,2,99,2
1144,14,4,7,19,4,11,1101,2,99,2,23,3,1,3,10,1986,3,32,1
1145,14,4,7,11,2,11,1101,2,99,1,33,5,1,4,5,2008,2,42,9
1146,14,4,7,22,4,12,1201,2,99,1,33,5,1,1,6,1995,1,32,9
1147,14,4,7,22,4,12,1201,2,99,1,19,2,1,14,11,9999,1,2,9
1148,14,4,7,18,4,12,1201,2,99,1,21,3,1,4,3,9999,3,24,9
1149,14,4,7,14,3,13,1301,2,99,1,40,7,1,9,8,9999,1,7,9
1150,14,4,7,13,3,18,1801,2,99,1,24,3,1,4,1,2007,1,99,9
1151,14,4,7,0,1,18,1801,2,99,1,28,4,1,4,99,2011,3,2,9
1152,14,4,7,12,3,3,301,2,99,2,43,7,1,1,4,1994,1,99,9
1153,15,4,1,17,3,1,101,1,10,1,66,11,1,4,99,9999,1,99,9
1154,15,4,1,1,1,1,101,1,18,1,47,8,1,1,1,2000,2,46,9
1155,15,4,1,16,3,1,101,1,7,1,30,5,1,1,3,2000,1,32,9
1156,15,4,1,17,3,1,116,2,99,1,28,4,1,4,7,9999,1,21,9
1157,15,4,1,21,4,21,2101,2,99,1,39,6,1,1,1,1995,1,44,2
1158,15,4,1,14,3,10,1001,1,2,1,30,5,1,14,1,2012,2,2,2
1159,15,4,1,0,1,12,1201,2,99,1,28,4,1,3,99,9999,3,99,9
1160,15,4,1,23,4,17,1701,2,99,1,19,2,1,4,1,9999,1,42,9
1161,16,4,2,5,1,1,101,1,9,1,23,3,1,4,3,2010,1,2,2
1162,16,4,2,12,3,1,102,2,99,1,43,7,1,2,4,2012,1,1,9
1163,16,4,2,22,4,1,101,1,14,1,38,6,1,4,1,9999,1,40,9
1164,16,4,2,12,3,1,101,1,12,1,42,7,1,3,2,2005,1,44,9
1165,16,4,2,18,4,1,115,1,1,2,24,3,1,1,4,9999,1,34,9
1166,16,4,2,18,4,21,2101,2,99,1,30,5,1,5,2,2001,1,34,9
1167,16,4,2,6,2,5,501,2,99,1,36,6,1,6,3,1993,1,15,9
1168,16,4,2,18,4,10,1001,2,99,1,37,6,1,6,2,2006,1,22,9
1169,16,4,2,21,4,12,1201,2,99,1,35,6,1,3,99,9999,2,99,9
1170,16,4,2,17,3,12,1201,2,99,1,44,7,1,2,3,9999,2,44,9
1171,16,4,2,11,2,13,1301,2,99,1,53,9,1,4,99,9999,2,99,9
1172,16,4,2,10,2,8,801,2,99,1,33,5,1,5,2,9999,3,34,9
1173,16,4,2,1,1,2,201,2,99,1,40,7,1,5,2,9999,1,19,9
1174,16,4,2,5,1,3,308,2,99,1,32,5,1,3,2,9999,1,37,9
1175,17,4,3,1,1,1,115,2,99,1,40,7,1,5,2,9999,2,19,9
1176,17,4,3,13,3,1,101,1,1,2,44,7,1,1,5,2012,1,42,1
1177,17,4,3,22,4,1,101,1,7,1,22,3,1,4,1,2012,1,42,1
1178,17,4,3,15,3,1,101,1,21,1,25,4,1,10,2,9999,2,44,9
1179,17,4,3,9,2,5,509,2,99,1,35,6,1,6,4,2012,1,29,9
1180,17,4,3,22,4,6,603,2,99,1,18,2,1,4,7,2011,2,45,9
1181,17,4,3,13,3,6,602,2,99,1,45,8,1,2,6,1994,2,42,9
1182,17,4,3,0,1,11,1101,2,99,1,24,3,1,14,1,2005,3,2,9
1183,17,4,3,16,3,11,1109,2,99,1,28,4,1,3,4,9999,2,9,9
1184,17,4,3,6,2,9,912,2,99,1,28,4,1,3,5,9999,3,44,9
1185,17,4,3,19,4,13,1308,2,99,1,38,6,1,3,6,9999,1,44,9
1186,17,4,3,23,4,16,1614,2,99,1,27,4,1,3,2,9999,4,44,9
1187,17,4,3,10,2,4,401,1,1,1,17,2,2,14,1,9999,1,2,9
1188,17,4,3,17,3,3,312,2,99,1,999,12,1,6,3,1992,1,15,9
1189,18,4,4,9,2,5,509,2,99,1,47,8,1,6,2,1992,1,99,9
1190,18,4,4,11,2,5,501,2,99,1,20,3,1,3,5,9999,1,44,9
1191,18,4,4,18,4,5,505,2,99,1,35,6,1,6,2,9999,1,15,9
1192,18,4,4,16,3,10,1003,1,99,1,23,3,1,14,1,2008,1,2,9
1193,18,4,4,16,3,9,920,2,99,1,35,6,1,1,1,1999,1,32,9
1194,18,4,4,3,1,13,1301,1,5,1,33,5,1,1,8,1986,2,32,9
1195,18,4,4,7,2,2,201,2,99,1,34,5,1,3,2,9999,1,40,9
1196,18,4,4,7,2,1,101,1,4,2,23,3,1,3,2,2006,1,12,9
1197,18,4,4,20,4,1,101,1,19,1,42,7,1,5,2,2007,1,99,9
1198,18,4,4,17,3,1,101,1,5,1,34,5,1,3,5,9999,1,44,1
1199,19,4,5,6,2,1,101,1,18,1,26,4,1,12,99,9999,1,22,1
1200,19,4,5,8,2,1,101,1,10,1,52,9,1,2,3,2001,1,42,1
1201,19,4,5,19,4,22,2202,2,99,2,31,5,1,1,4,9999,2,32,1
1202,19,4,5,12,3,6,608,2,99,1,23,3,1,3,1,1987,2,44,1
1203,19,4,5,19,4,10,1010,2,99,1,28,4,1,14,1,2007,3,2,1
1204,19,4,5,0,1,11,1102,2,99,1,43,7,1,4,5,2013,3,41,2
1205,19,4,5,21,4,9,920,2,99,1,36,6,1,3,3,9999,1,23,1
1206,19,4,5,20,4,15,1507,2,99,1,31,5,1,1,7,9999,1,34,9
1207,19,4,5,17,3,2,204,2,99,1,23,3,1,3,4,1995,1,44,9
1208,19,4,5,15,3,18,1805,2,99,1,53,9,1,4,5,9999,1,21,1
1209,20,4,6,19,4,1,101,1,6,1,26,4,1,1,4,1996,1,37,2
1210,20,4,6,3,1,1,115,2,99,1,999,12,1,3,5,9999,3,44,1
1211,20,4,6,14,3,1,108,2,6,1,26,4,1,3,5,9999,2,44,1
1212,20,4,6,3,1,1,101,1,19,2,30,5,1,1,4,9999,2,99,9
1213,20,4,6,19,4,22,2201,2,99,1,19,2,1,4,99,9999,2,99,1
1214,20,4,6,23,4,22,2201,2,99,1,999,12,1,4,5,9999,1,99,9
1215,20,4,6,18,4,21,2101,2,99,1,60,11,1,5,2,1985,3,99,1
1216,20,4,6,22,4,19,1901,2,99,1,999,12,1,1,4,9999,1,32,1
1217,20,4,6,19,4,5,509,2,99,1,31,5,1,3,3,9999,1,13,1
1218,20,4,6,22,4,9,901,1,1,1,36,6,1,5,2,9999,1,33,2
1219,20,4,6,22,4,12,1217,1,2,1,37,6,1,6,3,2004,1,15,9
1220,20,4,6,7,2,13,1301,2,99,1,40,7,1,4,4,9999,1,42,1
1221,20,4,6,10,2,16,1615,2,99,1,46,8,1,5,2,1993,1,99,1
1222,20,4,6,21,4,2,207,2,99,1,28,4,1,1,4,2002,1,34,1
1223,20,4,6,8,2,18,1801,2,99,1,30,5,1,5,1,9999,1,99,1
1224,20,4,6,1,1,17,1705,2,99,1,999,12,1,4,2,9999,2,99,1
1225,20,4,6,0,1,4,401,2,99,1,41,7,1,6,1,2000,1,22,1
1226,20,4,6,10,2,4,401,2,99,1,999,12,1,14,1,2012,1,2,1
1227,21,4,7,2,1,1,101,1,12,1,31,5,1,10,2,2013,1,44,9
1228,21,4,7,21,4,1,115,1,5,1,30,5,1,1,4,2000,1,46,2
1229,21,4,7,10,2,1,101,1,21,1,45,8,1,12,7,1993,2,22,2
1230,21,4,7,10,2,5,502,2,99,1,47,8,1,12,99,9999,1,99,1
1231,21,4,7,20,4,10,1001,2,99,1,32,5,1,1,3,9999,1,99,2
1232,21,4,7,22,4,9,901,2,99,1,30,5,1,1,5,9999,2,21,1
1233,21,4,7,12,3,2,202,2,99,1,27,4,1,4,5,2008,3,21,2
1234,22,4,1,8,2,1,115,1,5,2,34,5,1,3,3,9999,1,44,9
1235,22,4,1,17,3,19,1901,2,99,2,28,4,1,1,7,1999,1,5,9
1236,22,4,1,18,4,11,1101,2,99,1,44,7,1,2,11,9999,3,5,9
1237,22,4,1,12,3,9,901,2,99,1,29,4,1,7,1,9999,1,22,1
1238,22,4,1,19,4,9,901,2,99,1,52,9,1,3,2,9999,1,5,9
1239,22,4,1,21,4,14,1401,2,99,1,30,5,1,1,6,9999,1,32,9
1240,22,4,1,23,4,14,1401,2,99,1,24,3,1,4,1,9999,3,99,9
1241,23,4,2,10,2,1,101,1,18,1,18,2,1,4,1,2008,3,2,9
1242,23,4,2,1,1,5,501,2,99,1,33,5,1,6,3,9999,1,15,9
1243,23,4,2,3,1,5,501,2,99,1,22,3,1,3,99,9999,2,44,9
1244,23,4,2,4,1,5,509,2,99,1,34,5,1,6,2,9999,1,15,9
1245,23,4,2,17,3,10,1001,2,99,1,37,6,1,5,14,9999,2,18,9
1246,24,4,3,11,2,1,101,1,1,1,18,2,1,1,4,2006,1,32,9
1247,24,4,3,10,2,1,101,1,1,1,88,11,1,1,9,1999,1,32,9
1248,24,4,3,21,4,1,101,1,12,1,29,4,1,1,99,9999,1,44,9
1249,24,4,3,8,2,19,1901,2,99,1,26,4,1,3,6,1998,2,13,9
1250,24,4,3,20,4,19,1901,2,99,1,28,4,1,5,2,2013,1,19,9
1251,24,4,3,17,3,14,1401,2,99,1,999,12,1,3,2,9999,1,44,9
1252,24,4,3,15,3,4,401,2,99,1,36,6,1,1,3,1996,1,32,9
1253,25,4,4,19,4,1,101,1,4,1,33,5,1,1,2,1998,1,5,2
1254,25,4,4,22,4,1,101,1,7,1,29,4,1,3,1,9999,1,37,9
1255,25,4,4,19,4,1,108,1,5,1,32,5,1,1,9,1995,1,34,2
1256,25,4,4,21,4,19,1901,2,99,1,26,4,1,14,1,2003,1,2,2
1257,25,4,4,1,1,5,509,2,99,1,38,6,1,4,1,9999,2,24,9
1258,25,4,4,18,4,5,501,2,99,1,27,4,1,12,7,1990,2,22,9
1259,25,4,4,18,4,5,501,2,99,1,20,3,1,4,5,2012,1,21,9
1260,25,4,4,7,2,9,901,2,99,1,42,7,1,12,11,2002,1,20,9
1261,25,4,4,9,2,9,901,2,99,1,57,10,1,3,3,1986,1,44,9
1262,25,4,4,7,2,8,801,2,99,1,37,6,1,12,6,1993,1,22,9
1263,25,4,4,21,4,2,201,2,99,1,64,11,1,3,10,2011,1,34,9
1264,25,4,4,9,2,3,301,2,99,1,20,3,1,1,4,9999,1,34,9
1265,26,4,5,19,4,1,101,1,1,1,29,4,1,4,1,2011,1,24,1
1266,26,4,5,7,2,20,2001,2,99,2,52,9,1,4,99,9999,1,99,1
1267,26,4,5,18,4,6,601,2,99,1,43,7,1,1,6,9999,1,30,9
1268,26,4,5,17,3,10,1004,2,99,1,23,3,1,3,4,1989,1,23,1
1269,26,4,5,3,1,10,1001,2,99,1,999,12,1,1,99,9999,1,99,9
1270,26,4,5,4,1,12,1202,2,99,1,999,12,1,9,2,9999,1,44,2
1271,26,4,5,18,4,13,1312,2,99,1,999,12,1,2,4,9999,1,99,9
1272,26,4,5,11,2,2,208,2,99,1,999,12,1,1,1,1984,1,44,9
1273,26,4,5,16,3,14,1419,2,99,1,17,2,2,5,2,9999,3,33,1
1274,27,4,6,4,1,1,101,1,9,1,47,8,1,3,4,9999,1,44,1
1275,27,4,6,21,4,1,101,1,6,1,38,6,1,4,1,2006,1,99,1
1276,27,4,6,21,4,1,115,1,1,1,35,6,1,4,1,9999,1,21,2
1277,27,4,6,3,1,1,108,1,3,1,33,5,1,1,3,9999,2,34,2
1278,27,4,6,19,4,1,108,1,4,1,33,5,1,1,6,9999,1,37,2
1279,27,4,6,21,4,1,110,2,99,1,26,4,1,3,1,1985,2,44,2
1280,27,4,6,18,4,22,2201,2,99,1,23,3,1,4,3,9999,1,2,1
1281,27,4,6,17,3,9,920,2,99,1,23,3,1,4,1,9999,1,99,1
1282,27,4,6,21,4,2,207,2,99,1,24,3,1,3,3,9999,3,44,1
1283,27,4,6,9,2,18,1801,2,99,2,24,3,1,1,3,1999,1,32,1
1284,27,4,6,15,3,18,1801,2,99,1,35,6,1,3,4,2010,1,23,1
1285,28,4,7,1,1,1,101,1,1,1,62,11,1,1,11,9999,1,37,2
1286,28,4,7,23,4,1,101,1,11,2,24,3,1,1,3,2000,1,20,1
1287,28,4,7,6,2,1,117,2,99,1,33,5,1,5,2,1991,1,34,1
1288,28,4,7,21,4,1,115,1,4,1,20,3,1,3,3,1985,1,44,2
1289,28,4,7,18,4,21,2102,2,99,1,20,3,1,4,1,9999,2,24,1
1290,28,4,7,16,3,10,1001,1,4,1,24,3,1,1,4,1999,1,44,2
1291,28,4,7,0,1,16,1602,2,99,1,18,2,1,3,9,1984,2,44,2
1292,28,4,7,19,4,2,204,2,99,1,35,6,1,3,4,9999,1,34,1
1293,28,4,7,8,2,2,207,1,4,1,26,4,1,3,14,2005,1,23,1
1294,29,4,1,10,2,1,101,1,1,2,20,3,1,1,5,2013,1,30,1
1295,29,4,1,21,4,1,101,1,10,1,49,8,1,1,99,9999,2,99,9
1296,29,4,1,1,1,1,115,2,99,1,47,8,1,5,2,9999,1,19,1
1297,29,4,1,7,2,1,115,1,99,1,18,2,1,14,1,9999,1,99,9
1298,29,4,1,13,3,11,1102,2,99,1,29,4,1,7,99,9999,1,99,1
1299,29,4,1,23,4,13,1301,2,99,1,60,11,1,3,99,9999,3,99,1
1300,29,4,1,14,3,14,1401,2,99,1,19,2,1,3,1,1988,1,44,1
